# location  velocity  "start time"  diameter  density
#  x y z     u v w
0.005	0.9970869129356519	1.6766652805245637	0.0	0.0	0.0	0.0	10.1e-6	977.0
0.005	0.9951808074363199	1.6744823577528287	0.0	0.0	0.0	0.0	10.1e-6	977.0
0.005	0.9862144513984471	1.6796684833057867	0.0	0.0	0.0	0.0	10.1e-6	977.0
0.005	1.0026464267112487	1.67741665375355	0.0	0.0	0.0	0.0	10.1e-6	977.0
0.005	0.988578287343986	1.6771070209240235	0.0	0.0	0.0	0.0	10.1e-6	977.0
0.005	1.0083685267177676	1.6767755944188931	0.0	0.0	0.0	0.25	10.1e-6	977.0
0.005	1.0084378467906683	1.6761673398534154	0.0	0.0	0.0	0.25	10.1e-6	977.0
0.005	0.9962722037221045	1.6731724974624689	0.0	0.0	0.0	0.25	10.1e-6	977.0
0.005	0.9956639047513434	1.67023795825597	0.0	0.0	0.0	0.25	10.1e-6	977.0
0.005	0.9824267196125207	1.6761158445881037	0.0	0.0	0.0	0.25	10.1e-6	977.0
0.005	1.0072368904122182	1.6741022767729385	0.0	0.0	0.0	0.5	10.1e-6	977.0
0.005	1.0041258209919324	1.6792563245030505	0.0	0.0	0.0	0.5	10.1e-6	977.0
0.005	1.0002694854870942	1.6753024952585593	0.0	0.0	0.0	0.5	10.1e-6	977.0
0.005	0.9837880811255847	1.6726939465190733	0.0	0.0	0.0	0.5	10.1e-6	977.0
0.005	1.0195737239063092	1.6764095843733564	0.0	0.0	0.0	0.5	10.1e-6	977.0
0.005	0.9828869223878058	1.6731999266735655	0.0	0.0	0.0	0.75	10.1e-6	977.0
0.005	0.9944417407359564	1.6704566070322036	0.0	0.0	0.0	0.75	10.1e-6	977.0
0.005	1.0012722009640547	1.672901096111278	0.0	0.0	0.0	0.75	10.1e-6	977.0
0.005	1.0080936443029886	1.6794625462043344	0.0	0.0	0.0	0.75	10.1e-6	977.0
0.005	1.019647411131508	1.676883468543622	0.0	0.0	0.0	0.75	10.1e-6	977.0
0.005	0.9850496407502102	1.6735004330383736	0.0	0.0	0.0	1.0	10.1e-6	977.0
0.005	1.0141964375564465	1.6741162148483657	0.0	0.0	0.0	1.0	10.1e-6	977.0
0.005	0.986313096099466	1.6726272723758533	0.0	0.0	0.0	1.0	10.1e-6	977.0
0.005	0.9981426594208715	1.6792008061666854	0.0	0.0	0.0	1.0	10.1e-6	977.0
0.005	1.004912022887325	1.6724291244694802	0.0	0.0	0.0	1.0	10.1e-6	977.0
0.005	0.9857861787253758	1.6754424501155145	0.0	0.0	0.0	1.25	10.1e-6	977.0
0.005	1.0015485154970174	1.676930986199274	0.0	0.0	0.0	1.25	10.1e-6	977.0
0.005	0.9802796982441178	1.6744640487672058	0.0	0.0	0.0	1.25	10.1e-6	977.0
