1.000000e-06	0.000000e+00	2.400040e-05
2.000000e-06	0.000000e+00	1.200032e-05
3.000000e-06	0.000000e+00	8.000277e-06
4.000000e-06	0.000000e+00	6.000252e-06
5.000000e-06	0.000000e+00	4.800234e-06
6.000000e-06	3.954082e+04	4.000220e-06
7.000000e-06	3.954082e+04	3.428781e-06
8.000000e-06	3.954082e+04	3.000200e-06
9.000000e-06	3.954082e+04	2.666859e-06
1.000000e-05	3.954082e+04	2.400186e-04
2.000000e-05	3.954082e+04	1.200147e-04
3.000000e-05	3.954082e+04	8.001287e-05
4.000000e-05	3.954082e+04	6.001170e-05
5.000000e-05	3.954082e+04	4.801086e-05
6.000000e-05	3.954082e+04	4.001022e-05
7.000000e-05	3.954082e+04	3.429542e-05
8.000000e-05	3.954082e+04	3.000928e-05
9.000000e-05	3.954082e+04	2.667559e-05
1.000000e-04	3.954082e+04	2.400862e-03
2.000000e-04	3.954082e+04	1.200684e-03
3.000000e-04	3.954082e+04	8.005975e-04
4.000000e-04	3.954082e+04	6.005429e-04
5.000000e-04	3.954082e+04	4.805040e-04
6.000000e-04	3.954082e+04	4.004743e-04
7.000000e-04	3.954082e+04	3.433076e-04
8.000000e-04	3.954082e+04	3.004309e-04
9.000000e-04	3.954082e+04	2.670810e-04
1.000000e-03	3.954082e+04	2.404000e-02
2.000000e-03	1.200000e+04	1.203175e-02
3.000000e-03	8.000000e+03	8.027734e-03
4.000000e-03	6.000000e+03	6.025198e-03
5.000000e-03	4.800000e+03	4.823392e-03
6.000000e-03	4.000000e+03	4.022013e-03
7.000000e-03	3.428571e+03	3.449482e-03
8.000000e-03	3.000000e+03	3.020000e-03
9.000000e-03	2.666667e+03	2.685897e-03
1.000000e-02	2.400000e+03	2.418566e-01
2.000000e-02	1.200000e+03	1.214736e-01
3.000000e-02	8.000000e+02	8.128732e-02
4.000000e-02	6.000000e+02	6.116961e-02
5.000000e-02	4.800000e+02	4.908577e-02
6.000000e-02	4.000000e+02	4.102175e-02
7.000000e-02	3.428571e+02	3.525629e-02
8.000000e-02	3.000000e+02	3.092832e-02
9.000000e-02	2.666667e+02	2.755924e-02
1.000000e-01	2.400000e+02	2.486177e+00
2.000000e-01	1.390133e+02	1.268399e+00
3.000000e-01	9.034546e+01	8.597521e-01
4.000000e-01	6.896489e+01	6.542884e-01
5.000000e-01	5.616625e+01	5.303968e-01
6.000000e-01	4.749332e+01	4.474252e-01
7.000000e-01	4.121399e+01	3.879071e-01
8.000000e-01	3.644977e+01	3.430887e-01
9.000000e-01	3.270672e+01	3.080964e-01
1.000000e+00	2.968535e+01	2.800000e+01
2.000000e+00	1.578419e+01	1.517480e+01
3.000000e+00	1.092665e+01	1.077345e+01
4.000000e+00	8.739602e+00	8.519842e+00
5.000000e+00	7.436343e+00	7.139214e+00
6.000000e+00	6.517142e+00	6.201285e+00
7.000000e+00	5.829199e+00	5.519603e+00
8.000000e+00	5.292258e+00	5.000000e+00
9.000000e+00	4.859849e+00	4.589666e+00
1.000000e+01	4.503071e+00	4.256636e+02
2.000000e+01	2.753514e+00	2.673613e+02
3.000000e+01	2.126517e+00	2.087319e+02
4.000000e+01	1.794165e+00	1.769607e+02
5.000000e+01	1.572584e+00	1.565767e+02
6.000000e+01	1.412011e+00	1.421746e+02
7.000000e+01	1.289110e+00	1.313428e+02
8.000000e+01	1.202496e+00	1.228318e+02
9.000000e+01	1.133382e+00	1.159244e+02
1.000000e+02	1.074931e+00	1.101774e+04
2.000000e+02	7.587442e-01	8.039904e+03
3.000000e+02	6.554122e-01	6.775206e+03
4.000000e+02	6.002592e-01	6.028835e+03
5.000000e+02	5.606960e-01	5.519684e+03
6.000000e+02	5.340776e-01	5.142524e+03
7.000000e+02	5.129449e-01	4.847849e+03
8.000000e+02	4.953160e-01	4.608869e+03
9.000000e+02	4.810600e-01	4.409643e+03
